Year,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeddays,AllStaffedBeddaysQF,TotalOccupiedBeddays,TotalOccupiedBeddaysQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
2021,Q4,p,SB0801,,D102H,,CB,,Urology,,124,,124,,1.347826087,,1.347826087,,100,
2021,Q4,p,SB0801,,SB0801,d,CB,,Urology,,124,,124,,1.347826087,,1.347826087,,100,
2021,Q1,,SB0801,,D102H,, ,z,Women and Newborn Grouping,d,83,,83,,0.922222222,,0.922222222,,100,
2021,Q1,,SB0801,,SB0801,d, ,z,Women and Newborn Grouping,d,83,,83,,0.922222222,,0.922222222,,100,
2021,Q2,,SB0801,,D102H,, ,z,Women and Newborn Grouping,d,79,,79,,0.868131868,,0.868131868,,100,
2021,Q2,,SB0801,,SB0801,d, ,z,Women and Newborn Grouping,d,79,,79,,0.868131868,,0.868131868,,100,
2021,Q3,,SB0801,,D102H,, ,z,Women and Newborn Grouping,d,32,,32,,0.347826087,,0.347826087,,100,
2021,Q3,,SB0801,,SB0801,d, ,z,Women and Newborn Grouping,d,32,,32,,0.347826087,,0.347826087,,100,
2021,Q1,,S08000015,,A111H,,C2,,Accident & Emergency,,6,,6,,0.066666667,,0.066666667,,100,
2021,Q1,,S08000015,,A210H,,C2,,Accident & Emergency,,34,,34,,0.377777778,,0.377777778,,100,
2021,Q1,,S08000015,,S08000015,d,C2,,Accident & Emergency,,40,,40,,0.444444444,,0.444444444,,100,
2021,Q2,,S08000015,,A111H,,C2,,Accident & Emergency,,15,,15,,0.164835165,,0.164835165,,100,
2021,Q2,,S08000015,,A210H,,C2,,Accident & Emergency,,27,,27,,0.296703297,,0.296703297,,100,
2021,Q2,,S08000015,,S08000015,d,C2,,Accident & Emergency,,42,,42,,0.461538462,,0.461538462,,100,
2021,Q3,,S08000015,,A111H,,C2,,Accident & Emergency,,18,,18,,0.195652174,,0.195652174,,100,
2021,Q3,,S08000015,,A210H,,C2,,Accident & Emergency,,44,,44,,0.47826087,,0.47826087,,100,
2021,Q3,,S08000015,,S08000015,d,C2,,Accident & Emergency,,62,,62,,0.673913043,,0.673913043,,100,
2021,Q4,p,S08000015,,A210H,,C2,,Accident & Emergency,,28,,28,,0.304347826,,0.304347826,,100,
2021,Q4,p,S08000015,,S08000015,d,C2,,Accident & Emergency,,28,,28,,0.304347826,,0.304347826,,100,
2021,Q1,,S08000015,,A111H,, ,z,All Acute,d,44361,,40225,,492.9,,446.9444444,,90.67649512,
2021,Q1,,S08000015,,A210H,, ,z,All Acute,d,28688,,24803,,318.7555556,,275.5888889,,86.45775237,
2021,Q1,,S08000015,,S08000015,d, ,z,All Acute,d,86788,,76215,,964.3111111,,846.8333333,,87.8174402,
2021,Q2,,S08000015,,A111H,, ,z,All Acute,d,44720,,41081,,491.4285714,,451.4395604,,91.86270125,
2021,Q2,,S08000015,,A210H,, ,z,All Acute,d,27905,,24867,,306.6483516,,273.2637363,,89.11306218,
2021,Q2,,S08000015,,S08000015,d, ,z,All Acute,d,86764,,77846,,953.4505495,,855.4505495,,89.7215435,
2021,Q3,,S08000015,,A111H,, ,z,All Acute,d,47624,,44411,,517.6521739,,482.7282609,,93.25340165,
2021,Q3,,S08000015,,A210H,, ,z,All Acute,d,28149,,25637,,305.9673913,,278.6630435,,91.07605954,
2021,Q3,,S08000015,,S08000015,d, ,z,All Acute,d,90100,,82594,,979.3478261,,897.7608696,,91.66925638,
2021,Q4,p,S08000015,,A111H,, ,z,All Acute,d,50783,,46694,,551.9891304,,507.5434783,,91.94809287,
2021,Q4,p,S08000015,,A210H,, ,z,All Acute,d,28742,,26178,,312.4130435,,284.5434783,,91.07925684,
2021,Q4,p,S08000015,,S08000015,d, ,z,All Acute,d,93750,,85593,,1019.021739,,930.3586957,,91.2992,
2021,Q1,,S08000015,,A101H,,Z9,d,All Specialties,d,679,,409,,7.544444444,,4.544444444,,60.23564065,
2021,Q1,,S08000015,,A111H,,Z9,d,All Specialties,d,51499,,43543,,572.2111111,,483.8111111,,84.55115633,
2021,Q1,,S08000015,,A210H,,Z9,d,All Specialties,d,28722,,24837,,319.1333333,,275.9666667,,86.47378316,
2021,Q1,,S08000015,,S08000015,d,Z9,d,All Specialties,d,123289,,101388,,1369.877778,,1126.533333,,82.23604701,
2021,Q2,,S08000015,,A101H,,Z9,d,All Specialties,d,640,,336,,7.032967033,,3.692307692,,52.5,
2021,Q2,,S08000015,,A111H,,Z9,d,All Specialties,d,52168,,45002,,573.2747253,,494.5274725,,86.26360988,
2021,Q2,,S08000015,,A210H,,Z9,d,All Specialties,d,27932,,24894,,306.9450549,,273.5604396,,89.12358585,
2021,Q2,,S08000015,,S08000015,d,Z9,d,All Specialties,d,123646,,104055,,1358.747253,,1143.461538,,84.15557317,
2021,Q3,,S08000015,,A101H,,Z9,d,All Specialties,d,644,,389,,7,,4.22826087,,60.40372671,
2021,Q3,,S08000015,,A111H,,Z9,d,All Specialties,d,55380,,48678,,601.9565217,,529.1086957,,87.89815818,
2021,Q3,,S08000015,,A210H,,Z9,d,All Specialties,d,28193,,25681,,306.4456522,,279.1413043,,91.08998688,
2021,Q3,,S08000015,,S08000015,d,Z9,d,All Specialties,d,127247,,109918,,1383.119565,,1194.76087,,86.38160428,
2021,Q4,p,S08000015,,A101H,,Z9,d,All Specialties,d,553,,395,,6.010869565,,4.293478261,,71.42857143,
2021,Q4,p,S08000015,,A111H,,Z9,d,All Specialties,d,58420,,50915,,635,,553.423913,,87.15337213,
2021,Q4,p,S08000015,,A210H,,Z9,d,All Specialties,d,28770,,26206,,312.7173913,,284.8478261,,91.08793883,
2021,Q4,p,S08000015,,S08000015,d,Z9,d,All Specialties,d,131062,,113671,,1424.586957,,1235.554348,,86.7307076,
2021,Q4,p,S08000015,,A111H,,C3,,Anaesthetics,,1,,1,,0.010869565,,0.010869565,,100,
2021,Q4,p,S08000015,,S08000015,d,C3,,Anaesthetics,,1,,1,,0.010869565,,0.010869565,,100,
2021,Q1,,S08000015,,A111H,,A2,,Cardiology,,574,,510,,6.377777778,,5.666666667,,88.85017422,
2021,Q1,,S08000015,,A210H,,A2,,Cardiology,,411,,360,,4.566666667,,4,,87.59124088,
2021,Q1,,S08000015,,S08000015,d,A2,,Cardiology,,985,,870,,10.94444444,,9.666666667,,88.3248731,
2021,Q2,,S08000015,,A111H,,A2,,Cardiology,,554,,511,,6.087912088,,5.615384615,,92.23826715,
2021,Q2,,S08000015,,A210H,,A2,,Cardiology,,510,,447,,5.604395604,,4.912087912,,87.64705882,
2021,Q2,,S08000015,,S08000015,d,A2,,Cardiology,,1064,,958,,11.69230769,,10.52747253,,90.03759398,
2021,Q3,,S08000015,,A111H,,A2,,Cardiology,,567,,521,,6.163043478,,5.663043478,,91.88712522,
2021,Q3,,S08000015,,A210H,,A2,,Cardiology,,451,,381,,4.902173913,,4.141304348,,84.4789357,
2021,Q3,,S08000015,,S08000015,d,A2,,Cardiology,,1018,,902,,11.06521739,,9.804347826,,88.60510806,
2021,Q4,p,S08000015,,A111H,,A2,,Cardiology,,559,,494,,6.076086957,,5.369565217,,88.37209302,
2021,Q4,p,S08000015,,A210H,,A2,,Cardiology,,402,,340,,4.369565217,,3.695652174,,84.57711443,
2021,Q4,p,S08000015,,S08000015,d,A2,,Cardiology,,961,,834,,10.44565217,,9.065217391,,86.78459938,
2021,Q3,,S08000015,,A111H,,D1,,Community Dental Practice,,1,,1,,0.010869565,,0.010869565,,100,
2021,Q3,,S08000015,,S08000015,d,D1,,Community Dental Practice,,1,,1,,0.010869565,,0.010869565,,100,
2021,Q1,,S08000015,,A101H,, ,z,Community Grouping,d,679,,409,,7.544444444,,4.544444444,,60.23564065,
2021,Q1,,S08000015,,S08000015,d, ,z,Community Grouping,d,5352,,2813,,59.46666667,,31.25555556,,52.55979073,
2021,Q2,,S08000015,,A101H,, ,z,Community Grouping,d,640,,336,,7.032967033,,3.692307692,,52.5,
2021,Q2,,S08000015,,S08000015,d, ,z,Community Grouping,d,5554,,2965,,61.03296703,,32.58241758,,53.38494779,
2021,Q3,,S08000015,,A101H,, ,z,Community Grouping,d,644,,389,,7,,4.22826087,,60.40372671,
2021,Q3,,S08000015,,S08000015,d, ,z,Community Grouping,d,5612,,3356,,61,,36.47826087,,59.80042766,
2021,Q4,p,S08000015,,A101H,, ,z,Community Grouping,d,553,,395,,6.010869565,,4.293478261,,71.42857143,
2021,Q4,p,S08000015,,S08000015,d, ,z,Community Grouping,d,5521,,3866,,60.01086957,,42.02173913,,70.02354646,
2021,Q3,,S08000015,,A111H,, ,z,Dental Grouping,d,1,,1,,0.010869565,,0.010869565,,100,
2021,Q3,,S08000015,,S08000015,d, ,z,Dental Grouping,d,1,,1,,0.010869565,,0.010869565,,100,
2021,Q1,,S08000015,,A111H,,A7,,Dermatology,,7,,7,,0.077777778,,0.077777778,,100,
2021,Q1,,S08000015,,S08000015,d,A7,,Dermatology,,7,,7,,0.077777778,,0.077777778,,100,
2021,Q2,,S08000015,,A111H,,A7,,Dermatology,,53,,53,,0.582417582,,0.582417582,,100,
2021,Q2,,S08000015,,S08000015,d,A7,,Dermatology,,53,,53,,0.582417582,,0.582417582,,100,
2021,Q3,,S08000015,,A111H,,A7,,Dermatology,,12,,12,,0.130434783,,0.130434783,,100,
2021,Q3,,S08000015,,S08000015,d,A7,,Dermatology,,12,,12,,0.130434783,,0.130434783,,100,
2021,Q1,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,237,,237,,2.633333333,,2.633333333,,100,
2021,Q1,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,240,,240,,2.666666667,,2.666666667,,100,
2021,Q2,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,406,,406,,4.461538462,,4.461538462,,100,
2021,Q2,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,406,,406,,4.461538462,,4.461538462,,100,
2021,Q3,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,359,,359,,3.902173913,,3.902173913,,100,
2021,Q3,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,359,,359,,3.902173913,,3.902173913,,100,
2021,Q4,p,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,299,,299,,3.25,,3.25,,100,
2021,Q4,p,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,299,,299,,3.25,,3.25,,100,
2021,Q1,,S08000015,,A111H,, ,z,Emergency Grouping,d,6,,6,,0.066666667,,0.066666667,,100,
2021,Q1,,S08000015,,A210H,, ,z,Emergency Grouping,d,34,,34,,0.377777778,,0.377777778,,100,
2021,Q1,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,40,,40,,0.444444444,,0.444444444,,100,
2021,Q2,,S08000015,,A111H,, ,z,Emergency Grouping,d,15,,15,,0.164835165,,0.164835165,,100,
2021,Q2,,S08000015,,A210H,, ,z,Emergency Grouping,d,27,,27,,0.296703297,,0.296703297,,100,
2021,Q2,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,42,,42,,0.461538462,,0.461538462,,100,
2021,Q3,,S08000015,,A111H,, ,z,Emergency Grouping,d,18,,18,,0.195652174,,0.195652174,,100,
2021,Q3,,S08000015,,A210H,, ,z,Emergency Grouping,d,44,,44,,0.47826087,,0.47826087,,100,
2021,Q3,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,62,,62,,0.673913043,,0.673913043,,100,
2021,Q4,p,S08000015,,A210H,, ,z,Emergency Grouping,d,28,,28,,0.304347826,,0.304347826,,100,
2021,Q4,p,S08000015,,S08000015,d, ,z,Emergency Grouping,d,28,,28,,0.304347826,,0.304347826,,100,
2021,Q1,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,1540,,1155,,17.11111111,,12.83333333,,75,
2021,Q2,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,1585,,1257,,17.41758242,,13.81318681,,79.30599369,
2021,Q3,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,1639,,1311,,17.81521739,,14.25,,79.98779744,
