"MonthEnd","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","LessThan4WeekWait","LessThan4WeekWaitQF","4To8WeekWait","4To8WeekWaitQF","8To12WeekWait","8To12WeekWaitQF","12To16WeekWait","12To16WeekWaitQF","16To20WeekWait","16To20WeekWaitQF","20To24WeekWait","20To24WeekWaitQF","24To28WeekWait","24To28WeekWaitQF","28To32WeekWait","28To32WeekWaitQF","32To36WeekWait","32To36WeekWaitQF","36To40WeekWait","36To40WeekWaitQF","40To44WeekWait","40To44WeekWaitQF","44To48WeekWait","44To48WeekWaitQF","48To52WeekWait","48To52WeekWaitQF","52To65WeekWait","52To65WeekWaitQF","65To78WeekWait","65To78WeekWaitQF","78To91WeekWait","78To91WeekWaitQF","91To104WeekWait","91To104WeekWaitQF","Over104WeekWait","Over104WeekWaitQF"
"20130331","S08000015",,"Inpatient/Day case","A1",,14,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140331","S08000015",,"Inpatient/Day case","A1",,5,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150331","S08000015",,"Inpatient/Day case","A1",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160331","S08000015",,"Inpatient/Day case","A1",,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170331","S08000015",,"Inpatient/Day case","A1",,6,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180331","S08000015",,"Inpatient/Day case","A1",,9,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190331","S08000015",,"Inpatient/Day case","A1",,12,,3,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200331","S08000015",,"Inpatient/Day case","A1",,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210331","S08000015",,"Inpatient/Day case","A1",,15,,0,,1,,0,,1,,0,,0,,1,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,
"20220331","S08000015",,"Inpatient/Day case","A1",,5,,1,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,1,,1,,1,,1,,0,,0,
"20121231","S08000015",,"Inpatient/Day case","A1",,14,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20131231","S08000015",,"Inpatient/Day case","A1",,5,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20141231","S08000015",,"Inpatient/Day case","A1",,3,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000015",,"Inpatient/Day case","A1",,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000015",,"Inpatient/Day case","A1",,11,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20171231","S08000015",,"Inpatient/Day case","A1",,13,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20181231","S08000015",,"Inpatient/Day case","A1",,19,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20191231","S08000015",,"Inpatient/Day case","A1",,17,,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20201231","S08000015",,"Inpatient/Day case","A1",,8,,1,,0,,0,,1,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,
"20211231","S08000015",,"Inpatient/Day case","A1",,0,,1,,1,,1,,0,,0,,0,,0,,1,,0,,0,,0,,1,,1,,1,,0,,0,,0,
"20170930","S08000015",,"Inpatient/Day case","A11",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130630","S08000015",,"Inpatient/Day case","A2",,99,,13,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140630","S08000015",,"Inpatient/Day case","A2",,43,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150630","S08000015",,"Inpatient/Day case","A2",,40,,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000015",,"Inpatient/Day case","A2",,21,,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170630","S08000015",,"Inpatient/Day case","A2",,27,,13,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180630","S08000015",,"Inpatient/Day case","A2",,34,,9,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190630","S08000015",,"Inpatient/Day case","A2",,26,,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200630","S08000015",,"Inpatient/Day case","A2",,9,,3,,7,,4,,1,,1,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210630","S08000015",,"Inpatient/Day case","A2",,29,,14,,4,,2,,1,,1,,1,,1,,2,,1,,0,,2,,0,,0,,0,,0,,0,,0,
"20130930","S08000015",,"Inpatient/Day case","A2",,108,,4,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140930","S08000015",,"Inpatient/Day case","A2",,46,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150930","S08000015",,"Inpatient/Day case","A2",,45,,8,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160930","S08000015",,"Inpatient/Day case","A2",,23,,9,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170930","S08000015",,"Inpatient/Day case","A2",,22,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180930","S08000015",,"Inpatient/Day case","A2",,34,,17,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190930","S08000015",,"Inpatient/Day case","A2",,31,,8,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200930","S08000015",,"Inpatient/Day case","A2",,32,,9,,3,,1,,3,,6,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,
"20210930","S08000015",,"Inpatient/Day case","A2",,39,,19,,8,,2,,0,,0,,0,,2,,1,,1,,0,,1,,1,,2,,0,,0,,0,,0,
"20130331","S08000015",,"Inpatient/Day case","A2",,58,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140331","S08000015",,"Inpatient/Day case","A2",,28,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150331","S08000015",,"Inpatient/Day case","A2",,49,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160331","S08000015",,"Inpatient/Day case","A2",,23,,7,,2,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,
"20170331","S08000015",,"Inpatient/Day case","A2",,36,,7,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180331","S08000015",,"Inpatient/Day case","A2",,32,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190331","S08000015",,"Inpatient/Day case","A2",,23,,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200331","S08000015",,"Inpatient/Day case","A2",,15,,2,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210331","S08000015",,"Inpatient/Day case","A2",,27,,9,,4,,0,,1,,2,,1,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20220331","S08000015",,"Inpatient/Day case","A2",,21,,16,,5,,6,,0,,0,,1,,2,,1,,0,,1,,0,,0,,3,,2,,2,,0,,0,
"20121231","S08000015",,"Inpatient/Day case","A2",,70,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20131231","S08000015",,"Inpatient/Day case","A2",,81,,4,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20141231","S08000015",,"Inpatient/Day case","A2",,44,,3,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000015",,"Inpatient/Day case","A2",,37,,10,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000015",,"Inpatient/Day case","A2",,23,,6,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20171231","S08000015",,"Inpatient/Day case","A2",,21,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20181231","S08000015",,"Inpatient/Day case","A2",,30,,17,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20191231","S08000015",,"Inpatient/Day case","A2",,34,,8,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20201231","S08000015",,"Inpatient/Day case","A2",,21,,23,,5,,0,,2,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,
"20211231","S08000015",,"Inpatient/Day case","A2",,31,,11,,13,,3,,2,,1,,2,,0,,0,,0,,1,,0,,2,,2,,2,,0,,0,,0,
"20131231","S08000015",,"Inpatient/Day case","A6",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000015",,"Inpatient/Day case","A7",,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170630","S08000015",,"Inpatient/Day case","A7",,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180630","S08000015",,"Inpatient/Day case","A7",,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140930","S08000015",,"Inpatient/Day case","A7",,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160930","S08000015",,"Inpatient/Day case","A7",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180930","S08000015",,"Inpatient/Day case","A7",,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130331","S08000015",,"Inpatient/Day case","A7",,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170331","S08000015",,"Inpatient/Day case","A7",,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190331","S08000015",,"Inpatient/Day case","A7",,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20121231","S08000015",,"Inpatient/Day case","A7",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20131231","S08000015",,"Inpatient/Day case","A7",,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20141231","S08000015",,"Inpatient/Day case","A7",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000015",,"Inpatient/Day case","A7",,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000015",,"Inpatient/Day case","A7",,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20181231","S08000015",,"Inpatient/Day case","A7",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20191231","S08000015",,"Inpatient/Day case","A7",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130630","S08000015",,"Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140630","S08000015",,"Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150630","S08000015",,"Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130930","S08000015",,"Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140930","S08000015",,"Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150930","S08000015",,"Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160930","S08000015",,"Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190930","S08000015",,"Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130331","S08000015",,"Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140331","S08000015",,"Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150331","S08000015",,"Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170331","S08000015",,"Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20121231","S08000015",,"Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20131231","S08000015",,"Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20141231","S08000015",,"Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20151231","S08000015",,"Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20161231","S08000015",,"Inpatient/Day case","A8",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130630","S08000015",,"Inpatient/Day case","A9",,7,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150630","S08000015",,"Inpatient/Day case","A9",,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000015",,"Inpatient/Day case","A9",,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130930","S08000015",,"Inpatient/Day case","A9",,5,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140930","S08000015",,"Inpatient/Day case","A9",,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150930","S08000015",,"Inpatient/Day case","A9",,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160930","S08000015",,"Inpatient/Day case","A9",,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130331","S08000015",,"Inpatient/Day case","A9",,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140331","S08000015",,"Inpatient/Day case","A9",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150331","S08000015",,"Inpatient/Day case","A9",,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160331","S08000015",,"Inpatient/Day case","A9",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170331","S08000015",,"Inpatient/Day case","A9",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20121231","S08000015",,"Inpatient/Day case","A9",,8,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20131231","S08000015",,"Inpatient/Day case","A9",,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20141231","S08000015",,"Inpatient/Day case","A9",,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000015",,"Inpatient/Day case","A9",,1,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000015",,"Inpatient/Day case","A9",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000015",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190630","S08000015",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140930","S08000015",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150930","S08000015",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160930","S08000015",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20180930","S08000015",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190930","S08000015",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160331","S08000015",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170331","S08000015",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20180331","S08000015",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190331","S08000015",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200331","S08000015",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20141231","S08000015",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20161231","S08000015",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20191231","S08000015",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20201231","S08000015",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140630","S08000015",,"Inpatient/Day case","AD",,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150630","S08000015",,"Inpatient/Day case","AD",,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000015",,"Inpatient/Day case","AD",,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190630","S08000015",,"Inpatient/Day case","AD",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200630","S08000015",,"Inpatient/Day case","AD",,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140930","S08000015",,"Inpatient/Day case","AD",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150930","S08000015",,"Inpatient/Day case","AD",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160930","S08000015",,"Inpatient/Day case","AD",,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170930","S08000015",,"Inpatient/Day case","AD",,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190930","S08000015",,"Inpatient/Day case","AD",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140331","S08000015",,"Inpatient/Day case","AD",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150331","S08000015",,"Inpatient/Day case","AD",,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160331","S08000015",,"Inpatient/Day case","AD",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
